gene_id	transcript_id	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EKVX_LUNG	HOP62_LUNG	HOP92_LUNG	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HT29_LARGE_INTESTINE	KM12_LARGE_INTESTINE	SW620_LARGE_INTESTINE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SNB75_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	LOXIMVI_SKIN	MALME3M_SKIN	MDAMB435S_SKIN	SKMEL24_SKIN	SKMEL28_SKIN	SKMEL5_SKIN	UACC62_SKIN	IGROV1_OVARY	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	SKOV3_OVARY	X786O_KIDNEY	ACHN_KIDNEY	UO31_KIDNEY	PC3_PROSTATE	MCF7_BREAST	MDAMB231_BREAST	MDAMB468_BREAST	BT549_BREAST	T47D_BREAST
ENSG00000100036.11	ENST00000343605.4	0.02	0.98	0.27	8.82	6.57	4.94	3.29	4.3	2.28	1.46	2.65	5.26	3.79	1.37	3.98	0.54	3.87	5.74	8.2	3.25	6.5	4.46	2.3	7.09	6.36	4.52	4.03	3.89	12.8	2.47	2.17	1.65	5.1	4.89	3.41	1.82	5.51	3.93	0.65	3.06	2.89	2	1.81
ENSG00000100036.11	ENST00000406566.1	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.03	0.21	0	0.11	0	0.19	0	0.1	0	0.12	0	0	0	0	0	0	0	0	0.04	0.05	0	0.05	0	0	0.06	0	0	0	0	0.1
ENSG00000100060.13	ENST00000356998.3	113.89	0.14	85.02	45.79	0.18	0.57	0.53	0.35	0.24	0.54	0.01	0.5	1.05	0.61	0.77	0.32	87.75	0	1.09	0.26	0.41	0.1	0.03	0.44	0.9	0.34	0.12	0.13	0.17	0.87	1.13	0.85	0.18	5.15	15.23	0.84	0.2	0.2	0	0.85	2.22	0.37	0.87
ENSG00000100060.13	ENST00000416983.3	1.28	0	1	0.92	0.15	0	0	0	0	0	0	0	0	0	0	0.06	1.59	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0.03	0	0	0	0
ENSG00000100299.13	ENST00000453344.2	1.15	0.54	1.03	1.64	1.74	0.42	0.43	0.46	0.13	0.51	0.66	3.29	1.01	0.8	0.81	2.15	1.19	0.42	0.19	1.53	2.02	1.59	1.71	1.49	5.07	1.82	1.7	0.5	2.45	0.68	0.62	2.2	0.92	3.6	0.63	0.89	1.44	0.36	0.59	0.34	2.56	0.94	1.53
ENSG00000100417.7	ENST00000216259.7	14.34	40.24	18.47	47.68	17.33	45.12	28.16	16.74	14.82	3.31	15.78	38.15	18.29	22.3	21.66	21.23	7.27	50.32	38.11	29.44	59.42	35.61	12.75	37.88	74.46	38.41	42.24	25.69	32.44	11.91	6.99	30.34	30.36	23.92	40.22	11.02	23.54	19.81	15.41	27.62	39.6	24.44	17.84
ENSG00000100522.4	ENST00000216410.3	5.4	11.5	6.94	14.21	14.93	21.51	16.7	27.05	25.6	44.98	28.16	22.26	30.52	56.34	25.93	36.59	28.25	12.97	12.59	10.74	17.34	7.42	21.64	15.97	15.86	11.24	8.72	12.29	19.65	27.81	29.44	23.28	30.54	25.65	31.63	19.8	21.59	36.19	33.87	22.89	26.34	25.17	36
ENSG00000100564.4	ENST00000216452.4	4.57	17.44	4.51	20.45	12.16	7.4	11.37	6.08	14.66	11.62	14.11	18.18	14.29	10.15	4.55	9.52	6.96	9.69	8.73	14.54	15.05	8.53	7.8	22.04	13.7	16.69	18.83	24.06	36.23	16.7	11.68	6.72	8.59	8.72	4.43	3.69	4.15	26.98	13.51	7.52	9.53	7.82	14.98
ENSG00000100626.12	ENST00000337827.4	0	0	0	0.05	0.12	0.41	0.01	2.18	0.11	0.2	9.15	5.91	0	0.02	0	0.01	0.37	4.83	0.59	9.25	5.22	0.61	0.09	0	0.03	0.01	0.07	0.04	0.24	0.35	0.76	0.01	5.78	1.39	0	0.72	0.35	0.18	0.41	0.05	0.12	6.3	0.04
ENSG00000100626.12	ENST00000448469.3	0	0	0.02	0.07	0.03	0.06	0	1.08	0.05	0.11	6.14	2.42	0	0.01	0	0	0.4	2.36	0.72	3.43	0.96	0.69	0.07	0	0.01	0.01	0.03	0	0.22	0.12	0.41	0.02	2.05	0.99	0	0.32	0.06	0.1	0.71	0.06	0.07	3.64	0.18
ENSG00000100626.12	ENST00000553669.1	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0
ENSG00000101346.7	ENST00000375730.3	0.28	0.13	0.27	0.4	0.27	0.35	0.39	0.59	0.45	0.67	0.25	0.26	0.37	0.53	0.93	0.72	0.52	1.04	0.19	0.4	0.47	0.3	0.59	0.66	0.9	0.33	0.43	0.46	1.94	0.59	0.42	0.33	0.31	0.27	0.51	0.29	0.24	0.26	0.56	0.44	0.31	0.46	0.34
ENSG00000101346.7	ENST00000375749.3	15.66	18.37	17.13	31.46	25.72	81.88	76.64	39.35	26.3	43.42	37.36	32.41	28.11	25.87	29.81	17.4	25.3	60.59	40.97	49.31	53.06	32.57	27.73	45.92	34.38	45.71	28.7	42.5	85.51	32.38	41.86	28.61	25.81	31.51	76.06	27.54	48.91	26.61	14.13	52.91	19.05	60.38	25.83
ENSG00000101638.9	ENST00000315087.7	0.02	0	0.48	0	0.03	0.11	0.2	0	0.09	0	0	0.03	0	0	0	0	0	0	0.34	0.04	0.19	0.02	0	5.09	0.04	73.6	0.02	0.01	20.52	0.2	0.09	0	0.03	0.35	0	0.05	0.37	0	0	0.18	0	0	0
ENSG00000101638.9	ENST00000538168.1	0	0	0.25	0	0	0.1	0.18	0	0	0	0	0.11	0	0	0	0.03	0	0	0.1	0	0	0.01	0.03	0.69	0	13.74	0	0	1.55	0	0	0	0	0	0	0.04	0	0	0	0.19	0	0	0
ENSG00000101846.6	ENST00000217961.4	0.3	0.34	28.17	4.03	4.31	1.57	1.19	1.77	0.38	1.86	1.67	3.98	0.38	3.45	1.4	0.01	0.01	4.11	2.41	3.68	11.72	3.17	0.07	4.63	2.22	2.69	1.68	2.15	3.17	3.66	1.23	1.13	2.13	9.52	1.39	1.61	0.45	2.22	0.97	6.47	10.58	1.1	2.35
ENSG00000101901.6	ENST00000251943.4	0	0.48	0	0	0	0.74	0.44	0.84	0	0	2.18	0	0	0.7	1.6	0	1.04	0.24	0.95	0	0	2.14	1.22	0	0	0.02	0.56	0.9	0	0.36	1	0	0.4	1.22	0.56	1.32	0	0	0.8	0	1	0.64	0.17
ENSG00000101901.6	ENST00000371979.3	3.51	6.39	4.71	11.87	11.25	9.66	5.98	6.26	11.47	7.14	6.18	10	15.83	5.45	9.37	4.34	9.8	3.19	6.26	6.93	5.47	9.46	4.42	5.69	13.43	6.95	3.41	6.26	26.93	3.2	8.16	4.81	2.01	4.54	11.49	7.13	3.38	9.02	14.51	7.17	7.67	15.09	5.06
ENSG00000101901.6	ENST00000394780.3	1.62	8.98	2.57	16.27	3.04	5.89	1.79	1.35	2.49	2.06	1.82	9.47	2.98	6.24	2.21	3.07	3.14	2.4	3.1	3.59	8.06	5.1	4.54	5.52	3.67	3.81	3.82	1.91	6.81	3.97	1.98	1.68	3.78	4.19	4.33	2.78	4.31	1.46	2.93	3.32	6.45	6.77	0.74
ENSG00000101901.6	ENST00000436609.1	4.41	3.1	0.61	4.41	1.23	1.84	0.45	0.04	1.33	0.51	0.99	3.83	1.46	0.85	1.06	2.53	1.35	0.04	1.19	1.09	0.93	1.17	1.22	0.79	0.98	0.93	0.56	0.39	3.48	1.55	0.68	0.52	0.7	1.58	1.71	1.35	0.31	0.37	0.58	1.04	1.76	1.86	0.39
ENSG00000102032.8	ENST00000393700.3	4.04	28.78	0.37	0.22	0.09	0	12.8	0.08	0	0.05	0	0	0	0.04	0.13	0	0.22	0	0.05	0.05	0.89	0.13	0.04	74.51	21.4	24.59	0.3	5.79	19.56	0.86	4.25	0.12	0	0	0	0	0.31	0	0	0	0	0	0.74
ENSG00000102100.10	ENST00000247138.5	2.63	3.34	7.24	2.68	2.25	0.99	1.89	5.86	1.54	1.7	4.32	4.33	1.7	2.23	4.33	0.35	5.66	8.98	7.47	8.21	11.6	8.21	2.72	12.85	5.13	13.86	10.58	7.84	8.92	2.01	1.01	4.1	3.29	5.36	6.72	4.05	5.16	3.4	2.7	6.59	2.97	8.15	8.16
ENSG00000102100.10	ENST00000376521.1	2.01	6.65	6.1	6.67	15.16	7.87	12.94	7.51	9.19	12.21	5	17.89	13.2	10.79	20.59	4.46	12.34	10.45	11.49	9.43	8.7	8.53	2.23	4.87	10.42	3.28	6.65	7.24	5.52	6.23	11.73	10.69	6.49	3.57	15.97	8.14	7.09	12.67	9.64	11.02	13.52	11.05	16.73
ENSG00000102100.10	ENST00000445167.2	8.29	14.69	21.14	9.84	11.58	9.09	12.57	9.97	7.88	12.08	12.96	14.68	9.24	10.96	19.45	8.74	20.73	20.9	19.7	18.32	20.19	15.24	3.92	12.84	13.52	17.31	13.01	10.66	11.68	8.62	11.56	27.2	6.25	12	13.6	10.49	9.83	18.08	16.25	19.06	14.8	15.75	29.02
ENSG00000102100.10	ENST00000452555.2	0	0.33	0.19	0	0	0	0	0.1	0	0	0	0	0	0	0.17	0.21	0	0.11	0	0	0	0.18	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.08	0.18	0.15	0	0
ENSG00000102393.5	ENST00000218516.3	23.98	27.53	42.31	33.74	34.19	37.23	26	16.15	34.94	40.41	159.35	49.81	30.92	52.12	29.01	16.22	57.72	24.12	65.96	56.61	48.97	28.94	17.19	34.32	35.36	31.68	53.83	85.72	63.36	50.78	40.91	33.31	18.14	24.33	38.53	25.44	20.77	28.14	66.17	32.6	25.14	64.62	20.42
ENSG00000102595.14	ENST00000376714.3	0	0.74	0.3	1.95	0.06	0.06	0.46	0.16	0.71	1.27	0.32	0.51	0.43	1.3	0.33	0.37	0.43	0	0.99	0.4	0.73	0.07	0.17	0.16	0.76	0.43	0.55	0.54	0.06	0.34	0.09	0.51	0.26	0.45	0.09	0.46	0	0.11	0.26	0.11	0.81	0.53	0.44
ENSG00000102595.14	ENST00000376747.3	2.75	9.64	2.98	16.93	8.26	10.33	5.83	4.81	8.39	9.97	6.79	4.01	7.7	8.87	6.18	9.41	8.97	1.04	14.15	19.26	16.48	9.72	5.39	11.87	7.06	15.57	9.56	8.81	7.07	5.62	6.25	5.01	6.89	7.2	12.29	10.65	7.04	4.13	4.68	4.65	7.56	18.83	3.28
ENSG00000103044.6	ENST00000219322.3	0	0.12	0.07	0	1.62	0.04	0.08	0.62	1.18	6.54	0.05	0.36	8.77	0.4	0.11	1.84	5.78	0	0.2	0.15	1.19	7.91	0.16	0.16	0.43	0.18	0.28	0.24	0.04	2.78	0	0.33	0.09	8.62	0.61	11.45	7.32	8.34	0	0.36	0	3.34	0.17
ENSG00000103044.6	ENST00000306560.1	0.39	0.27	0.44	0.42	13.29	0.65	0.61	2.41	6.66	30.02	0.23	3.2	107.85	3.58	0.32	6.75	25.43	0.34	0.97	0.58	4.81	38.26	0.61	0.48	1.39	0.67	0.79	1.07	1.86	11.13	0.41	1.79	1.06	35.52	6.32	88.88	51.84	71.77	0.44	2.03	1.17	39.06	0.74
ENSG00000103044.6	ENST00000569188.1	0	0.04	0.11	0	0.43	0	0.03	0.18	0.23	2.59	0	0.09	2.48	0.06	0	0.31	0.37	0.03	0.03	0.03	0.29	1.36	0.02	0.04	0.16	0.03	0.07	0	0	0.94	0	0.1	0.16	2.33	0.07	1.23	0.31	1.44	0.08	0.15	0.05	0.45	0.05
ENSG00000103489.7	ENST00000261381.6	2.62	0.18	0.84	0.2	1.06	0.01	0.01	0	0.06	0.02	5.18	0.01	1.04	0.08	0.03	1.97	0.01	0.29	15.76	3.71	7.07	0.01	2.11	1.51	1.52	2.09	2.63	11.32	21.25	0.02	0.02	0.03	0.01	0.66	0.01	0.04	0.04	0.06	3.32	0.12	0.11	0.14	1.55
ENSG00000104522.11	ENST00000425753.2	35.88	48.29	52.48	15.95	40.44	41.67	34.01	89.94	47.93	137.73	25.94	33.57	87.71	50.53	69.17	40.03	30.43	40.26	24.45	34.24	56.8	26.66	86.52	25.27	106.53	40.31	23.22	32.48	50.8	45.41	87.25	134.83	68.98	68.4	79.96	23.96	52.75	125.4	70.58	50.87	69.97	57.73	77.08
ENSG00000104522.11	ENST00000529064.1	0.53	0.55	11.44	0.79	2.4	4.96	1.97	11.3	1.57	8.73	1.08	0.3	3.7	4.36	8.26	3.3	4.56	0.78	4.06	5.26	3.46	1.13	1.85	2.25	8.76	1.54	2.83	0.59	2.1	2.19	5.36	16.17	3.19	6.38	10.4	1.95	4.79	9.63	9.41	1.64	6.73	0.67	3.61
ENSG00000104763.13	ENST00000262097.6	3.77	25.93	3.17	18.09	38.43	7.26	7.52	2.14	4.35	10.4	4.56	3.43	10.45	17.31	3.24	11.02	3.97	7.82	7.75	63.06	41.13	21.01	1.49	180.74	3.57	45.05	99.43	36.73	28.14	9.37	43.85	14.83	4.85	42.97	24.37	22.48	20.85	7.15	7.45	7.55	16.52	19.63	12.25
ENSG00000104763.13	ENST00000381733.4	0.66	9.09	1.41	7.79	5.67	3.88	1.55	1.25	0.81	0.87	1.95	2.09	4.1	6.14	2.22	3.97	4.29	2.21	5	5.54	5.06	6.1	1.58	13.53	13.55	2.58	6.23	7	10.29	1.16	7.06	1.57	2.27	4.89	3.87	3.33	3	2.65	1.89	1.07	2.48	8.12	3.5
ENSG00000104774.8	ENST00000221363.4	0.9	0.83	0.14	0.67	0.63	0.5	0.33	0.46	0.1	0.35	0.1	0.48	0.3	0.33	0.08	0	0.21	0.21	0.26	0.11	0.48	0.87	0.19	0.26	0.15	0.32	0.46	0.07	0.69	0.26	0	0.35	0.12	0.87	0.78	0.37	0.64	0.28	0.15	0.42	0.4	0.22	0.32
ENSG00000104774.8	ENST00000456935.2	68.22	17.94	15.59	27.77	13.64	22.07	34.23	39.29	5.92	30.55	10.33	46.4	11.56	16.57	7.37	5.15	14.68	27.69	28.16	20.9	51.26	62.41	12.82	47.89	20.17	81.34	34.1	16.34	43.84	18.51	16.07	32.43	15.41	36.83	24.76	22.62	32.85	43.38	26.2	27.63	31.28	16.34	33.5
ENSG00000105220.10	ENST00000356487.5	34.43	63.8	59.12	68.81	81.84	97.12	44.8	30.69	30.96	57.75	61.9	47.02	130.3	127.21	72.79	19.06	58.66	76.27	38.7	69.15	85.14	96.33	32.27	51.73	30.71	88.53	67.89	48.12	127.72	72.82	76.59	120.37	32.82	62.69	57.85	51.94	64.08	24.92	52.08	74.24	85.41	56.23	16.88
ENSG00000105220.10	ENST00000588991.2	221.59	204.72	155.38	113.78	108.66	198.05	116.23	91.33	79.5	122.67	243.19	100.58	221.55	246.03	218.27	66.68	168.72	247.18	81.99	192.74	231.07	203.27	84.89	157.63	108.82	299.8	262.64	122.28	254.43	292.76	160.55	304.29	121.89	164.98	70.11	118.14	101.02	90.89	187.44	157.59	205.92	88.45	49.8
ENSG00000105509.6	ENST00000222115.1	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0
ENSG00000106003.8	ENST00000222725.5	0.53	0.07	1.22	0.04	0.55	3.44	2.07	1.95	0.5	9.05	0.12	0.39	1.23	0.31	10.14	0.81	7.29	0.27	2.39	11.85	2.7	1.38	0.53	4.44	0	0.07	0	1.53	0.19	0.22	8.35	1.02	0.46	1.84	36.88	19.22	13.2	0.54	1.48	3.02	1.68	0.18	1.1
ENSG00000106003.8	ENST00000338732.3	4.21	0.31	3.21	0.16	1.78	14.75	6.82	8.36	2.26	25.59	0.52	2.13	4.62	1.44	37.84	6.48	26.34	0.8	10.45	44.91	9.95	4.58	1	14.18	0.51	0.12	1.68	4.35	1.21	0.74	25.53	2.82	1.76	7.45	93.3	63.07	39.27	2.62	6.66	9.28	2.95	1.77	4.27
ENSG00000106003.8	ENST00000359574.3	0.07	0	0.07	0	0	0.39	0.05	0.22	0	0.42	0	0.06	0	0	0.61	0.14	0.32	0	0.55	0.44	0.56	0	0	0.21	0.1	0	0.2	0	0	0	0.44	0	0	0	0.67	0.54	0.17	0	0.09	0.2	0	0.05	0
ENSG00000106003.8	ENST00000402045.1	0	0	0	0	0	0	0.25	0.16	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	1.43	0	0	0	0	0	0	0	0	0	0	0	1.48	3.64	0.51	0	0	0	0	0	0
ENSG00000106003.8	ENST00000402506.1	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0.25	0.04	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106302.5	ENST00000223026.4	0	0	0	0	0	0.02	0.04	0.01	0	0	0	0	0	0	0.3	0	0	0	0	0	0.03	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.02	0	0	0.01	0
ENSG00000106302.5	ENST00000476325.1	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.03	0.02	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.15	0.07	0	0
ENSG00000106392.6	ENST00000223122.3	2.65	2.45	0.5	1.81	0.53	0.68	0.49	0.52	0.37	0.27	0.09	0.7	0.64	2.03	0.41	1.04	1.86	0	0.15	2.06	0.99	0.31	0.47	1.19	0.35	1.49	0.9	0.59	2.06	0.26	0.68	0.24	2	0	0.92	1.97	0.85	0.43	0.06	1.23	0.88	1.15	0
ENSG00000106392.6	ENST00000402468.3	0.16	6.08	3.92	22.16	33.66	6.26	7.95	12	7.58	22.27	4.13	14.7	13.21	13.86	4.93	13	5.84	14.78	8.85	22.28	12.75	3.7	6.66	11.11	13.01	20.71	12.49	16.62	19.56	10.87	6.07	1.59	6.88	3.94	13.99	24.51	30.32	12.28	1.4	19.58	20.86	26.71	4.16
ENSG00000106392.6	ENST00000436587.2	0.33	5.37	3.75	18.54	19.49	5.19	7.02	11.35	4.4	9.82	3.59	9.65	9.07	6.12	9.03	10.49	8.13	4.89	6.41	13.53	6.85	5.8	6.09	7.09	7.11	9.8	5.35	9.47	6.09	6.11	4.62	1.33	3.8	2.55	11.51	15.87	13.07	8.06	1.73	12.44	8.4	12.46	2.22
ENSG00000107798.13	ENST00000336233.5	1.56	0.17	17.84	35.24	52.6	59.56	102.66	74.84	16.28	17.87	38.01	16.61	21.97	32.93	12.02	18.13	37.99	37.94	42.32	0.09	72.57	54.7	22.01	166.8	22.57	39.21	32.29	28.67	20.74	14.69	10.98	6.41	25.24	13.18	71.37	79.03	64.77	50.18	25.63	28.63	33.14	35.56	34.67
ENSG00000107798.13	ENST00000371837.1	3.73	0	0.08	0	0.08	0.15	0.26	0.13	0	0.08	0.14	0	0.11	0.11	0.07	0	0.17	0.28	0.28	0.25	0.17	0	0.05	0.26	0.08	0.15	0	0	0	0.22	0.31	0	0.07	0.39	0.47	0.34	0	0.1	0	0.1	0.37	0	0.06
ENSG00000108479.7	ENST00000225614.2	0.25	0.74	1.16	3.21	3.55	3.59	2.22	0.64	2.48	1.34	0.65	10.32	0.97	2.51	1.09	1.47	2.88	0.32	1.28	0.13	1.11	1.58	0.74	0.36	1.45	0.66	0.19	1.32	1.34	0.87	1.62	2.89	1.23	5.75	0	1.75	2.93	2.44	10.43	2.68	4.83	1.51	8.05
ENSG00000108479.7	ENST00000588479.1	0.03	0	0	0	0	0.07	0.08	0	0.05	0	0	0.41	0	0.03	0	0	0.1	0.03	0	0	0	0	0.03	0.04	0.08	0	0	0.06	0.09	0	0.04	0	0.03	0.05	0	0	0.06	0.03	0.02	0	0	0	0
ENSG00000108784.5	ENST00000225927.2	8.38	5.31	10.44	4.6	15.17	12.14	27.25	7.86	5.23	6.95	7.3	29.51	5.49	11.34	8.49	8.82	6.95	17.22	19.01	36.82	24.5	33.63	8.27	68.34	12.24	18.44	28.72	39.4	28.64	7.56	5.85	3.39	5.69	8.78	10.85	25.19	24.04	3.21	18.62	8.91	8.04	7.14	32.33
ENSG00000109181.7	ENST00000265403.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109181.7	ENST00000458688.2	0	0	0	0	0.03	0	0	0	0	0	0.01	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0	0	0.28	0	0	0.07	0	0	0	0
ENSG00000109586.7	ENST00000265000.4	9.2	14.07	4.25	6.47	35.5	31.73	45.78	33.01	4.85	69.02	13.99	10.4	23.32	34.26	22.44	23.9	47.61	13.04	80.42	21.74	20.06	29.68	10.17	5.59	20.03	24.62	1.64	12.19	24.9	20.34	36.77	12.12	5.5	50.28	80.95	70.97	79.25	7.92	12.22	25.24	23.98	18.33	10.29
ENSG00000109814.7	ENST00000316423.6	2.92	17.85	4.71	14.01	56.32	30.52	14.42	10.4	7.44	47.3	108.62	21.45	31.41	61.21	33.49	26.67	19.26	21.53	30.06	12.5	16.98	19.21	9.43	55.09	13.5	18.32	35.84	34.27	21.9	39.33	45.16	12.4	13.42	91.82	34.77	24.29	19.23	11.87	21.11	16.72	9.27	31.07	6.42
ENSG00000109814.7	ENST00000501493.2	0.59	0	0	0.06	1.94	0.83	0.21	0.48	0.22	0.34	34.25	0.08	1.02	0.97	3.4	4.05	3.25	0.31	2.17	0	0	0.56	0	1.77	0	0.38	1.42	1.1	0.55	1.06	1.69	0.19	0.44	5.38	0.93	0.39	0	0.49	3.08	0.08	0.15	0.54	0.54
ENSG00000109814.7	ENST00000506179.1	0.34	0.05	0	0	0.07	0	0	0	0.58	0.1	0.26	0	0.08	0	0	0	0.17	0	0	0.06	0	0	0	0.51	0	0.06	0.07	0.23	0	0	0.18	0.05	0.05	0.17	0	0	0	0.06	0	0.22	0	0.18	0.04
ENSG00000109814.7	ENST00000507089.1	0	3.61	0.67	2.38	16.32	10.78	5.5	1.23	2.73	16.11	65.96	6.52	15.73	37.46	11.08	11.02	6.35	5.75	12.55	3.28	6.96	6.1	1.99	23.74	3.07	4.26	12.22	11.29	5.16	12.66	16.06	3.13	3.2	40.66	12.84	9.03	8.28	4.1	12.33	3.7	0.24	9.45	2.08
ENSG00000109956.8	ENST00000312527.4	0	0	1.65	0	0	0.62	0	1.55	0	0	0	0	0	0	0	0	1.14	0	0	0	5.48	0	0	4.43	0	0.2	0.14	3.22	2.94	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0
ENSG00000109956.8	ENST00000392580.1	0	0.09	2.39	0	0	1.84	0	5.37	0.29	0	0.02	0.11	0.17	0.09	0.45	0.1	3.82	0.01	0	0.02	6.76	0.01	0	6.17	0	0.2	0	5.75	1.95	0	0	0	0.01	0.06	0.01	0.06	0.33	0	0	0	0.01	0.02	0.09
ENSG00000109956.8	ENST00000524765.1	0	0.03	0.95	0	0	0.39	0	0.9	0.09	0	0	0.03	0	0	0	0	0.62	0	0	0	1.63	0.01	0	1.7	0	0.06	0.03	1.34	0.7	0	0	0	0	0.01	0	0.01	0.07	0	0	0	0	0	0
ENSG00000110080.14	ENST00000227495.6	2.18	1.49	0	1.21	2.49	2.61	5.75	1.02	1.87	5.15	2.67	3.59	0.62	0.79	9.14	11.36	1.08	1.01	3.1	2.17	7.47	3.99	3.62	8.72	8.75	44.78	9.65	16.44	23.58	0.19	0.46	2.75	2.78	1.55	0.7	0.36	2.01	5.61	2.5	4.65	6.6	5.4	3.59
ENSG00000110080.14	ENST00000356132.4	0.31	0.29	0	0	0.64	0.93	0.17	0.27	0.09	0.97	0.31	0.12	0.1	0.11	0.99	1.73	0.28	0.2	0.68	0.62	2.3	0.54	0.2	0.67	0.51	8.06	2.18	1.97	3.41	0	0.68	0.12	0.84	1.1	0.12	0.1	0.15	1.17	11.49	0.28	1.6	0.72	0.76
ENSG00000110080.14	ENST00000392669.2	2	0.06	0	0	3.97	0	0	0	0	1.25	0.39	0	1.95	0.89	15.19	6.82	0	2.22	0	1.91	0	0	0	0	0	0.05	0	0	0	0	0.27	0	0	3.55	0	0	0	10.55	4.65	0	0.56	0	0
ENSG00000110080.14	ENST00000444328.2	28.22	9.08	1.17	8.9	10.27	14.98	16.28	6.36	5.92	28.47	14.59	18.4	4.13	2.56	22.69	43.76	7.94	6.02	15.86	9.05	64.99	48.21	12.59	62.39	51.08	285.05	54.02	93.06	121.75	4.59	2.47	3.92	14.82	14.38	9.99	3.09	6.54	20.98	7.07	25.21	47.15	21.8	28.03
ENSG00000110080.14	ENST00000449406.2	0	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0.2	0.96	0	0.31	0	0.31	0	0	0	0	0
ENSG00000110080.14	ENST00000526727.1	1.32	0.06	0	0.12	0.25	0.46	0.05	0.06	0.26	0.3	0.1	0.27	0.07	0.21	2.77	1.61	0	0	0.14	0.11	0.41	0.22	0	0.86	0.49	1.75	0.55	0.76	3.08	0.08	0	0.06	0	0.19	0	0.07	0	0.5	0.34	0.4	0.54	0.35	0.43
ENSG00000110080.14	ENST00000530591.1	0	0	0	0	1.26	0.58	0.68	0.09	0.65	0.68	0.54	0.29	0.58	0	0.75	0.15	0.25	0.34	1.07	0.22	0.98	0.84	0.31	1.45	2.46	5.87	0.87	3.19	2.05	0	0.08	0	0	0.28	0.16	0.05	0	0.55	0.22	0.71	0.98	1.03	0.44
ENSG00000110080.14	ENST00000532243.1	0.23	0.1	0	0	0	0.14	0.06	0	0	0.32	0.04	0	0	0	0.17	0.12	0	0	0.06	0.08	0.37	0.08	0	0.16	0.41	0.78	0.49	0.36	0.2	0	0	0	0	0	0.19	0	0	0.08	0.07	0	0.22	0.34	0.44
ENSG00000110080.14	ENST00000534083.1	1.37	0.51	0	0.12	5.33	1.81	3.01	1.62	1.66	5.21	1.85	2.1	1.17	0.29	4.21	2.49	1.27	0.81	2.97	1.24	18.9	5.93	0.65	17.55	10.96	52.83	16.86	19.55	31.62	0.39	0.17	0.7	2.13	1.84	1.15	0	1.11	4.05	1.44	3.79	3.73	9.52	2.96
ENSG00000110080.14	ENST00000534457.1	0	2.75	0.15	3.14	7.76	4.63	2.63	2.22	0.73	5.89	3.22	5.61	2.72	1.23	3.3	4.48	0.12	2.94	2.32	2.57	20.08	10.52	1.66	7.4	7.99	18.85	4.17	15.02	0	1.12	0.28	0.11	3.37	4.97	3.61	1.61	4.29	2.95	5.1	5.52	2.05	8.17	11.92
ENSG00000110328.5	ENST00000227756.4	0.34	0.03	19.36	4.3	5.24	0.12	24.18	10.26	1.43	5.85	10.85	0.13	19.12	1.59	0.09	3.41	10.97	16.71	1.29	0.13	4.22	1.4	0.01	3.49	0.23	6.06	2.57	2.18	11.5	16.38	3.19	11.74	5.62	0.55	2.23	26.31	1.44	15.44	1.89	12.3	0.01	0.31	8.44
